0	0
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	1
13	1
14	9
15	12
16	7
17	13
18	14
19	15
20	16
21	17
22	15
23	18
24	15
25	0
26	19
27	20
28	21
29	2
30	5
31	22
32	23
33	24
34	25
35	26
36	26
37	5
38	16
39	27
40	28
41	29
42	30
43	31
44	32
45	11
46	10
47	33
48	10
49	34
50	35
51	36
52	26
53	37
54	38
55	39
56	40
57	4
58	24
59	41
60	42
61	43
62	8
63	12
64	10
65	3
66	44
67	45
68	46
69	47
70	14
71	48
72	49
73	50
74	51
75	52
76	53
77	44
78	46
79	46
80	54
81	55
82	56
83	57
84	58
85	19
86	59
87	60
88	61
89	62
90	42
91	41
92	63
93	64
94	65
95	3
96	3
97	66
98	15
99	48
100	67
101	68
102	69
103	70
104	71
105	72
106	73
107	74
108	75
109	76
110	26
111	26
112	77
113	8
114	35
115	20
116	69
117	23
118	60
119	3
120	78
121	79
122	80
123	43
124	81
125	43
126	75
127	82
128	83
129	84
130	85
131	86
132	87
133	23
134	88
135	89
136	90
137	91
138	92
139	33
140	41
141	93
142	94
143	95
144	96
145	71
146	78
147	97
148	98
149	26
150	14
151	42
152	99
153	60
154	100
155	101
156	102
157	17
158	33
159	5
160	63
161	103
162	48
163	9
164	104
165	105
166	106
167	107
168	108
169	89
170	76
171	109
172	110
173	82
174	111
175	37
176	112
177	113
178	1
179	78
180	114
181	115
182	116
183	69
184	117
185	37
186	26
187	73
188	118
189	119
190	37
191	120
192	34
193	92
194	121
195	79
196	122
197	123
198	124
199	1
200	69
201	83
202	125
203	10
204	40
205	126
206	111
207	127
208	128
209	129
210	130
211	83
212	41
213	131
214	71
215	132
216	105
217	133
218	114
219	31
220	17
221	96
222	134
223	135
224	136
225	43
226	137
227	138
228	27
229	139
230	139
231	44
232	138
233	139
234	140
235	141
236	131
237	142
238	87
239	120
240	143
241	144
242	145
243	79
244	146
245	147
246	41
247	148
248	51
249	124
250	47
251	45
252	149
253	150
254	151
255	152
256	124
257	79
258	151
259	153
260	80
261	154
262	15
263	155
264	156
265	157
266	103
267	17
268	96
269	158
270	17
271	26
272	159
273	160
274	17
275	37
276	123
277	29
278	23
279	0
280	156
281	17
282	0
283	161
284	162
285	163
286	164
287	165
288	166
289	167
290	168
291	70
292	169
293	170
294	171
295	172
296	173
297	102
298	47
299	130
300	127
301	174
302	9
303	175
304	24
305	158
306	176
307	177
308	178
309	179
310	83
311	180
312	114
313	181
314	182
315	53
316	47
317	183
318	184
319	185
320	17
321	186
322	187
323	188
324	189
325	181
326	84
327	15
328	4
329	15
330	15
331	190
332	168
333	191
334	89
335	192
336	193
337	194
338	195
339	60
340	196
341	123
342	14
343	28
344	161
345	24
346	42
347	197
348	125
349	198
350	31
351	47
352	199
353	198
354	67
355	128
356	126
357	166
358	200
359	10
360	201
361	123
362	37
363	96
364	42
365	127
366	202
367	203
368	153
369	106
370	118
371	161
372	204
373	125
374	123
375	205
376	206
377	207
378	208
379	83
380	209
381	210
382	153
383	42
384	82
385	114
386	71
387	148
388	211
389	212
390	213
391	214
392	213
393	24
394	215
395	161
396	215
397	148
398	216
399	217
400	218
401	20
402	128
403	13
404	40
405	219
406	220
407	221
408	222
409	223
410	224
411	225
412	226
413	151
414	227
415	155
416	228
417	146
418	51
419	36
420	67
421	147
422	50
423	229
424	204
425	210
426	230
427	23
428	117
429	63
430	231
431	232
432	101
433	226
434	59
435	201
436	226
437	215
438	47
439	233
440	171
441	131
442	234
443	2
444	201
445	168
446	235
447	236
448	237
449	238
450	153
451	239
452	79
453	240
454	104
455	49
456	241
457	242
458	243
459	155
460	244
461	245
462	246
463	212
464	247
465	93
466	180
467	160
468	29
469	248
470	249
471	250
472	23
473	251
474	97
475	64
476	143
477	48
478	252
479	253
480	254
481	13
482	104
483	255
484	82
485	107
486	256
487	187
488	257
489	173
490	211
491	83
492	216
493	146
494	258
495	24
496	89
497	201
498	259
499	115
500	260
501	261
502	262
503	263
504	264
505	41
506	37
507	78
508	120
509	10
510	265
511	26
512	125
513	226
514	234
515	196
516	266
517	111
518	201
519	37
520	203
521	29
522	267
523	189
524	110
525	268
526	37
527	269
528	270
529	126
530	137
531	271
532	272
533	273
534	274
535	223
536	275
537	276
538	277
539	211
540	278
541	279
542	194
543	92
544	280
545	9
546	204
547	272
548	281
549	274
550	282
551	20
552	163
553	283
554	284
555	2
556	285
557	286
558	196
559	218
560	92
561	287
562	92
563	12
564	28
565	288
566	48
567	289
568	83
569	165
570	37
571	196
572	290
573	291
574	92
575	211
576	287
577	292
578	269
579	293
580	87
581	23
582	267
583	37
584	294
585	0
586	77
587	295
588	102
589	68
590	218
591	83
592	130
593	296
594	287
595	297
596	234
597	298
598	299
599	128
600	300
601	301
602	302
603	152
604	156
605	303
606	304
607	305
608	196
609	306
610	307
611	185
612	264
613	308
614	309
615	310
616	311
617	302
618	156
619	312
620	17
621	186
622	265
623	225
624	313
625	314
626	37
627	315
628	215
629	171
630	316
631	37
632	43
633	83
634	317
635	318
636	319
637	163
638	29
639	230
640	320
641	321
642	196
643	131
644	70
645	77
646	35
647	322
648	323
649	324
650	325
651	31
652	326
653	208
654	267
655	211
656	211
657	196
658	327
659	46
660	67
661	31
662	328
663	319
664	329
665	330
666	313
667	331
668	202
669	332
670	174
671	186
672	94
673	37
674	316
675	118
676	333
677	334
678	64
679	335
680	336
681	337
682	165
683	338
684	339
685	9
686	186
687	340
688	286
689	200
690	167
691	67
692	51
693	29
694	168
695	109
696	341
697	283
698	332
699	179
700	268
701	342
702	78
703	343
704	161
705	234
706	344
707	345
708	24
709	124
710	77
711	346
712	156
713	164
714	347
715	88
716	196
717	348
718	148
719	349
720	279
721	92
722	161
723	350
724	230
725	351
726	36
727	352
728	353
729	304
730	131
731	354
732	355
733	356
734	357
735	84
736	358
737	359
738	360
739	269
740	361
741	362
742	197
743	363
744	313
745	364
746	365
747	321
748	366
749	129
750	367
751	290
752	368
753	369
754	370
755	371
756	29
757	173
758	365
759	354
760	372
761	95
762	346
763	291
764	339
765	97
766	373
767	374
768	211
769	50
770	204
771	375
772	376
773	377
774	378
775	379
776	350
777	380
778	83
779	381
780	331
781	382
782	383
783	29
784	384
785	385
786	386
787	387
788	321
789	45
790	193
791	351
792	388
793	294
794	155
795	342
796	79
797	211
798	389
799	327
800	390
801	48
802	24
803	391
804	392
805	234
806	393
807	42
808	339
809	186
810	394
811	104
812	50
813	274
814	395
815	396
816	114
817	79
818	176
819	269
820	397
821	161
822	398
823	124
824	272
825	176
826	165
827	185
828	165
829	209
830	42
831	399
832	369
833	193
834	96
835	400
836	67
837	401
838	402
839	244
840	403
841	404
842	405
843	70
844	302
845	406
846	407
847	321
848	221
849	161
850	130
851	408
852	409
853	410
854	411
855	412
856	72
857	293
858	413
859	360
860	323
861	414
862	36
863	398
864	377
865	415
866	291
867	19
868	416
869	220
870	352
871	259
872	276
873	34
874	372
875	417
876	321
877	268
878	418
879	245
880	419
881	37
882	207
883	116
884	420
885	288
886	421
887	422
888	423
889	424
890	47
891	425
892	426
893	302
894	427
895	428
896	18
897	12
898	429
899	52
900	291
901	309
902	137
903	50
904	163
905	249
906	33
907	148
908	367
909	197
910	430
911	116
912	431
913	123
914	390
915	13
916	432
917	433
918	434
919	291
920	103
921	399
922	435
923	325
924	436
925	437
926	438
927	71
928	439
929	440
930	441
931	423
932	442
933	443
934	444
935	445
936	446
937	235
938	447
939	26
940	448
941	449
942	321
943	17
944	67
945	450
946	451
947	452
948	268
949	453
950	454
951	254
952	423
953	232
954	455
955	456
956	457
957	458
958	418
959	459
960	288
961	441
962	5
963	460
964	399
965	321
966	461
967	104
968	462
969	335
970	463
971	128
972	321
973	174
974	464
975	60
976	465
977	210
978	401
979	387
980	439
981	466
982	467
983	187
984	468
985	469
986	470
987	471
988	57
989	51
990	161
991	405
992	391
993	472
994	473
995	198
996	474
997	267
998	475
999	296
1000	476
1001	196
1002	477
1003	148
1004	37
1005	95
1006	134
1007	118
1008	67
1009	478
1010	358
1011	214
1012	273
1013	381
1014	138
1015	365
1016	415
1017	138
1018	479
1019	148
1020	198
1021	480
1022	481
1023	128
1024	482
1025	483
1026	484
1027	485
1028	486
1029	487
1030	437
1031	3
1032	293
1033	400
1034	102
1035	50
1036	488
1037	351
1038	479
1039	489
1040	367
1041	242
1042	288
1043	206
1044	130
1045	335
1046	118
1047	270
1048	490
1049	269
1050	101
1051	334
1052	72
1053	263
1054	491
1055	492
1056	493
1057	349
1058	477
1059	28
1060	237
1061	493
