0	438
1	1945
2	866
2	1945
3	472
3	1299
3	2250
4	1415
5	2437
6	289
7	3381
7	3852
8	1605
9	1317
9	3355
10	2898
11	3951
12	1746
13	3041
14	468
15	1809
16	1352
17	1352
18	747
19	1890
20	110
21	3871
22	110
22	1267
23	3816
24	3759
25	960
26	1327
27	806
28	2281
29	2353
30	2760
31	4032
32	2914
33	1440
34	242
35	1827
36	1827
37	113
38	1184
38	1375
39	3340
40	972
40	1828
41	613
41	1600
41	3225
42	613
42	1600
42	3225
43	972
43	1828
44	710
45	99
46	99
46	2092
47	1462
47	1987
48	1462
48	1987
49	2648
50	470
51	3209
52	497
53	435
54	3191
55	208
56	3733
57	1771
58	3991
59	3826
60	930
61	930
62	481
62	3376
63	2999
64	2817
65	2817
66	3506
67	3506
68	3506
69	2922
70	1497
70	2109
71	3506
72	2522
73	3733
74	613
75	295
76	1238
77	1229
78	1229
78	2143
79	2531
80	937
81	2801
82	2143
83	18
84	1362
85	18
86	3382
87	1343
88	3120
89	3561
90	1472
91	4018
92	2858
93	1273
94	1612
95	1350
96	905
97	905
98	960
99	905
100	905
100	945
101	905
102	1299
103	905
103	2922
104	339
105	100
105	339
105	3869
106	339
106	1902
106	2898
107	1311
108	1811
108	2307
109	3382
109	3670
110	2018
111	1495
112	1790
112	2018
112	2348
113	3096
114	3723
115	3723
116	3723
117	1375
117	3723
118	2563
119	1236
120	3646
121	376
121	3646
122	3253
123	3381
124	2147
125	801
126	1943
127	3383
128	339
129	3383
130	3199
130	3253
130	3775
131	151
132	905
132	2265
133	905
133	2265
134	3753
135	548
136	548
137	548
137	889
138	383
138	1895
139	885
140	3457
141	2081
142	944
143	1312
143	3240
144	1415
144	3522
145	937
146	1487
147	24
147	2354
148	1816
149	482
150	482
151	482
152	1343
153	1317
153	1343
154	2425
155	1317
155	3355
156	855
157	3764
158	3764
159	2700
160	2367
161	2367
162	2367
162	2563
163	3639
164	2626
165	1210
166	3153
167	470
167	3682
168	1253
169	54
170	54
171	54
172	54
173	54
174	54
174	2393
175	54
175	376
176	54
177	3391
178	1548
179	2048
180	2627
181	2949
182	1302
183	3401
184	1573
184	2099
185	2188
186	2188
187	2301
188	2301
189	280
189	3764
190	1494
191	1576
192	1576
193	898
193	3522
194	2609
195	3771
196	817
197	59
198	3926
199	2328
199	3416
200	2328
201	1377
201	3869
202	1918
203	1918
204	1918
204	3137
205	1918
205	2922
206	1918
206	2922
207	1918
207	2922
208	1918
208	2922
209	1918
209	2922
210	1918
210	2922
211	2425
211	3002
212	3911
213	3811
214	3811
215	3811
216	3811
217	2043
218	2043
219	190
220	190
221	190
222	190
223	190
224	1901
225	1797
226	3926
227	6
228	1811
229	1361
229	2146
230	3627
231	2355
232	3747
233	803
234	845
235	3270
236	140
236	2099
237	2099
238	474
238	1481
239	3137
240	1193
241	680
241	1193
242	3340
243	308
244	2097
245	3340
246	2040
246	3340
247	3416
248	1210
249	801
250	801
251	1817
252	1210
253	3178
254	553
255	553
256	3188
257	1267
258	415
259	3179
260	812
261	426
262	426
262	2131
263	1800
263	3881
264	340
265	140
266	2515
267	25
268	327
268	848
269	327
269	848
270	3874
271	3509
272	3509
273	2841
274	1261
274	2841
275	1352
276	1352
277	3453
278	1327
278	1861
279	138
279	3748
280	3252
281	3252
282	1953
283	581
283	3509
284	1774
285	1774
286	606
286	1857
287	2061
288	287
289	298
290	2882
291	144
292	1412
292	3108
293	1412
293	3108
294	1412
294	3108
295	3714
296	824
296	1875
297	824
298	1267
299	2422
300	1480
301	1875
301	2665
301	3856
302	1230
302	1462
303	1230
303	1462
304	1451
305	1451
306	1451
307	1451
307	2517
308	3591
309	385
310	289
311	1304
312	1219
312	1304
313	2365
314	2365
315	2365
316	1937
317	2302
317	2834
318	3653
319	2480
320	1217
321	1340
321	2466
322	2466
323	1883
324	1883
325	1375
326	1375
326	3052
327	2131
328	426
328	2131
328	2286
328	3644
329	2759
330	3528
331	172
331	831
331	3561
332	146
333	146
334	3310
335	3865
336	3865
337	215
337	942
338	2898
339	1451
340	1451
341	3504
342	2649
343	470
344	1492
344	3951
345	2352
346	1242
347	3406
348	3406
349	3406
350	3406
351	3186
352	3622
353	1462
354	1543
354	1599
355	1242
356	2551
357	2551
358	2592
359	3007
360	2299
361	3985
362	1711
